BATCH CONVERSION REPORT
Generated:,2025-12-29 15:43:59
Source:,C:\Projects\FRAMEWORK_PARSER\PLC_410D1
Output:,C:\Projects\FRAMEWORK_PARSER\PLC_410D1_Parsed

=== SUMMARY ===
Total Files Discovered:,1209
Files Processed:,1077
Successful Conversions:,1070
Failed Conversions:,0
Validation Errors (??? found):,7
Skipped (Non-XML/Unsupported):,132
Overall Success Rate:,99.4%
Total Processing Time:,10.2s
Average Time per File:,0.00s

=== FILE TYPE DISTRIBUTION ===
File Type,Total,Success,Failed,Validation Errors,Skipped,Success Rate
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\01_MANAGER\A0304_Manager_CALL.xml,Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\01_MANAGER\A0304_Manager_CALL.xml,fc,SUCCESS,0.00,33380,2496,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\01_MANAGER\A0304_Manager_FB.xml,Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\01_MANAGER\A0304_Manager_FB.xml,fb,SUCCESS,0.01,204793,22046,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta.xml,Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta_CALL.xml,Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta_CALL.xml,fc,SUCCESS,0.01,140121,11060,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta_FB.xml,Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta_FB.xml,fb,SUCCESS,0.02,629815,49823,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta_PERS.xml,Software units\34_Area04\Program blocks\40_A0304_STAZIONE_4_SCARICO_PACCO\10_NAVETTA\A0304_Navetta_PERS.xml,db,SUCCESS,0.00,7321,668,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\50_Tracking\A04_0304TrkManager.xml,Software units\34_Area04\Program blocks\50_Tracking\A04_0304TrkManager.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\50_Tracking\A04_TrkManager_CALL.xml,Software units\34_Area04\Program blocks\50_Tracking\A04_TrkManager_CALL.xml,fc,SUCCESS,0.00,7742,365,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\A04_DEBUG.xml,Software units\34_Area04\Program blocks\A04_DEBUG.xml,db,SUCCESS,0.00,9798,3412,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\PrjConfig_A04.xml,Software units\34_Area04\Program blocks\PrjConfig_A04.xml,db,SUCCESS,0.00,113709,3048,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\34_Area04\Program blocks\System blocks\Program resources\TON_NewMessage_A04.xml,Software units\34_Area04\Program blocks\System blocks\Program resources\TON_NewMessage_A04.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A01_Straightener_Ax\A01_Straightener_Ax.xml,Technology objects\A01_Straightener_Ax\A01_Straightener_Ax.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Carriage\A02_Carriage.xml,Technology objects\A02_Carriage\A02_Carriage.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Carriage\Measuring input\CutCarriage_MeasInput.xml,Technology objects\A02_Carriage\Measuring input\CutCarriage_MeasInput.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Carriage\Measuring input\ZeroChk_MeasIn.xml,Technology objects\A02_Carriage\Measuring input\ZeroChk_MeasIn.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_MwFacCalc_Gripper\A02_MwFacCalc_Gripper.xml,Technology objects\A02_MwFacCalc_Gripper\A02_MwFacCalc_Gripper.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_MwFacCalc_Gripper\Measuring input\Gripper_MeasuInput.xml,Technology objects\A02_MwFacCalc_Gripper\Measuring input\Gripper_MeasuInput.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Rollformer\A02_Rollformer.xml,Technology objects\A02_Rollformer\A02_Rollformer.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Rollformer\Measuring input\CutWheel_MeasInput.xml,Technology objects\A02_Rollformer\Measuring input\CutWheel_MeasInput.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Rollformer\Measuring input\Weld_MeasInput.xml,Technology objects\A02_Rollformer\Measuring input\Weld_MeasInput.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Technology objects\A02_Rollformer\Measuring input\Wheel_MeasInput.xml,Technology objects\A02_Rollformer\Measuring input\Wheel_MeasInput.xml,,SKIPPED,0.00,0,,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Program blocks\MC_PostServo.scl,Program blocks\MC_PostServo.scl,scl_copy,SUCCESS,0.00,925,925,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Program blocks\MC_PreServo.scl,Program blocks\MC_PreServo.scl,scl_copy,SUCCESS,0.00,1126,1126,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\001_Area\MsgManager.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\001_Area\MsgManager.scl,scl_copy,SUCCESS,0.00,5259,5259,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\OnOffAxis.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\OnOffAxis.scl,scl_copy,SUCCESS,0.00,24323,24323,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_AnalogIn.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_AnalogIn.scl,scl_copy,SUCCESS,0.00,3402,3402,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_BaumerEAL580.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_BaumerEAL580.scl,scl_copy,SUCCESS,0.00,4619,4619,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_SickAFM60.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_SickAFM60.scl,scl_copy,SUCCESS,0.00,4131,4131,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_SickANM58.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\OnOffAxis\PosFbk\PosFbk_SickANM58.scl,scl_copy,SUCCESS,0.00,4010,4010,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\SinamicsSpeedMotor\SpeedMotor.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\SinamicsSpeedMotor\SpeedMotor.scl,scl_copy,SUCCESS,0.00,12395,12395,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\FlyingShearAxis.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\FlyingShearAxis.scl,scl_copy,SUCCESS,0.00,41500,41500,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_ABORT.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_ABORT.scl,scl_copy,SUCCESS,0.00,222,222,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\Fs_ActualPosition.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\Fs_ActualPosition.scl,scl_copy,SUCCESS,0.00,528,528,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\Fs_CalcSyncPositions.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\Fs_CalcSyncPositions.scl,scl_copy,SUCCESS,0.00,2700,2700,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_ENABLED.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_ENABLED.scl,scl_copy,SUCCESS,0.00,240,240,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_ERROR.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_ERROR.scl,scl_copy,SUCCESS,0.00,447,447,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_OKTAG.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_OKTAG.scl,scl_copy,SUCCESS,0.00,235,235,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_SPRE.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_SPRE.scl,scl_copy,SUCCESS,0.00,786,786,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_STL.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_STL.scl,scl_copy,SUCCESS,0.00,253,253,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_TPRE.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_CHK_TPRE.scl,scl_copy,SUCCESS,0.00,853,853,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_GOHOME.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_GOHOME.scl,scl_copy,SUCCESS,0.00,838,838,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_GSTL.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_GSTL.scl,scl_copy,SUCCESS,0.00,821,821,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_INSPOS_T.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_INSPOS_T.scl,scl_copy,SUCCESS,0.00,318,318,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_ReadMe.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_ReadMe.scl,scl_copy,SUCCESS,0.00,1193,1193,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_STARTT.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_STARTT.scl,scl_copy,SUCCESS,0.00,841,841,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_TAG_MAN.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\FlyingShearAxis\MTH\FS_TAG_MAN.scl,scl_copy,SUCCESS,0.00,896,896,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\PositioningAxis\PositioningAxis.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\PositioningAxis\PositioningAxis.scl,scl_copy,SUCCESS,0.00,30751,30751,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\SpeedAxis\SpeedAxis.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TAxis\SpeedAxis\SpeedAxis.scl,scl_copy,SUCCESS,0.00,22296,22296,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TExternalEncoder\DoubelEnc_PD_TEL_81.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\002_Device\TExternalEncoder\DoubelEnc_PD_TEL_81.scl,scl_copy,SUCCESS,0.00,6166,6166,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\003_Drives\TokenChain\GetToken.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\003_Drives\TokenChain\GetToken.scl,scl_copy,SUCCESS,0.00,614,614,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\003_Drives\TokenChain\TokenChain_FC.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\003_Drives\TokenChain\TokenChain_FC.scl,scl_copy,SUCCESS,0.00,1285,1285,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\007_Time\TonEna.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\007_Time\TonEna.scl,scl_copy,SUCCESS,0.00,1020,1020,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\020_Generic\LinearIn.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\020_Generic\LinearIn.scl,scl_copy,SUCCESS,0.00,1631,1631,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\020_Generic\TolWindow.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\020_Generic\TolWindow.scl,scl_copy,SUCCESS,0.00,290,290,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\200_Programs\ProgramsManager\ProgramsManager_FB.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\200_Programs\ProgramsManager\ProgramsManager_FB.scl,scl_copy,SUCCESS,0.00,33446,33446,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\200_Programs\ProgramsManager\SortPivot.scl,Software units\1_Orchestrator_Safety\Program blocks\001_StdBlocks\200_Programs\ProgramsManager\SortPivot.scl,scl_copy,SUCCESS,0.00,3772,3772,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\05_POSITIONING_MOTOR_OPEN_LOOP_MACHINE\FUN\Um1-2.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\05_POSITIONING_MOTOR_OPEN_LOOP_MACHINE\FUN\Um1-2.scl,scl_copy,SUCCESS,0.00,299,299,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\05_POSITIONING_MOTOR_OPEN_LOOP_MACHINE\FUN\Um2-1.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\05_POSITIONING_MOTOR_OPEN_LOOP_MACHINE\FUN\Um2-1.scl,scl_copy,SUCCESS,0.00,299,299,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\10_Material_Counters\Virtual\Check_Part_Movement.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\10_Material_Counters\Virtual\Check_Part_Movement.scl,scl_copy,SUCCESS,0.00,3211,3211,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\10_Material_Counters\Virtual\VirtualEncoder.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\03_Machines\10_Material_Counters\Virtual\VirtualEncoder.scl,scl_copy,SUCCESS,0.00,2031,2031,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Analogic_SensorManagement.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Analogic_SensorManagement.scl,scl_copy,SUCCESS,0.00,4770,4770,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\CheckAxisSynch.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\CheckAxisSynch.scl,scl_copy,SUCCESS,0.00,1930,1930,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Feed2Stopper_DelayVel0Calc.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Feed2Stopper_DelayVel0Calc.scl,scl_copy,SUCCESS,0.00,1546,1546,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Function_Motions_Calc\FC_CalcolaPuntiAccelerazione.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Function_Motions_Calc\FC_CalcolaPuntiAccelerazione.scl,scl_copy,SUCCESS,0.00,2623,2623,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Function_Motions_Calc\Trapezoidal_RampSpace.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Function_Motions_Calc\Trapezoidal_RampSpace.scl,scl_copy,SUCCESS,0.00,950,950,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\ByteSwap_DWORD.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\ByteSwap_DWORD.scl,scl_copy,SUCCESS,0.00,845,845,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\INC & DEC\Dec_DINT.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\INC & DEC\Dec_DINT.scl,scl_copy,SUCCESS,0.00,341,341,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\INC & DEC\Inc_DINT.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\INC & DEC\Inc_DINT.scl,scl_copy,SUCCESS,0.00,343,343,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\INC & DEC\Inc_DINT_Circ.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\INC & DEC\Inc_DINT_Circ.scl,scl_copy,SUCCESS,0.00,390,390,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\Sensors\AnalogThreshold.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\Sensors\AnalogThreshold.scl,scl_copy,SUCCESS,0.00,1091,1091,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\Sensors\Filter_1°Order.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\Sensors\Filter_1°Order.scl,scl_copy,SUCCESS,0.00,956,956,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\Time\Now.scl,Software units\1_Orchestrator_Safety\Program blocks\002_PrjBlocks\Generic\Time\Now.scl,scl_copy,SUCCESS,0.00,208,208,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\1000_Gen\20_I4.0\PAC3220_FB_Modbus(NotUse).scl,Software units\1_Orchestrator_Safety\Program blocks\1000_Gen\20_I4.0\PAC3220_FB_Modbus(NotUse).scl,scl_copy,SUCCESS,0.00,6319,6319,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\300_Tracking\03_BTrk Beams = Travi accopiate\Find_O_ID.scl,Software units\1_Orchestrator_Safety\Program blocks\300_Tracking\03_BTrk Beams = Travi accopiate\Find_O_ID.scl,scl_copy,SUCCESS,0.00,6780,6780,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\Prod_item_GetData_By_O_ID.scl,Software units\1_Orchestrator_Safety\Program blocks\Prod_item_GetData_By_O_ID.scl,scl_copy,SUCCESS,0.00,2564,2564,,,False,0,2025-12-29 15:43:58
C:\Projects\FRAMEWORK_PARSER\PLC_410D1\Software units\1_Orchestrator_Safety\Program blocks\Update_HW_Const_Value.scl,Software units\1_Orchestrator_Safety\Program blocks\Update_HW_Const_Value.scl,scl_copy,SUCCESS,0.00,60204,60204,,,False,0,2025-12-29 15:43:58
